rank,name,mbid,listeners,playcount,url
677,Tay-K,,868549,39247707,https://www.last.fm/music/Tay-K
678,Yves,8339c0c3-7a04-4b19-8ca3-b149e0d09222,388996,22826684,https://www.last.fm/music/Yves
679,Clara La San,56393a36-155f-4f50-adbe-45f4a26c40bf,482547,9941130,https://www.last.fm/music/Clara+La+San
680,underscores,ab1a3f85-e0ea-470a-af5c-175447ae774c,398456,24559929,https://www.last.fm/music/underscores
681,Meghan Trainor,b2029169-2574-4305-820f-252a5fde3697,2007862,42006642,https://www.last.fm/music/Meghan+Trainor
682,Backstreet Boys,2f569e60-0a1b-4fb9-95a4-3dc1525d1aad,2929506,65973249,https://www.last.fm/music/Backstreet+Boys
683,Gal Costa,fc63a914-272d-4b95-9221-61adcce6f793,857882,40358267,https://www.last.fm/music/Gal+Costa
684,Alan Walker,71d524e4-2ae2-4a3e-baa0-0c021925db7a,1664117,44048438,https://www.last.fm/music/Alan+Walker
685,Alec Benjamin,21a14ee3-cede-420a-9d6d-a33517d2f952,1292497,49848937,https://www.last.fm/music/Alec+Benjamin
686,AOA,05f48838-1022-4d09-900b-9982ed9a4892,565247,22675765,https://www.last.fm/music/AOA
687,STAYC,c9f1cd9a-447d-4346-b4e8-a1dd46192cfd,707645,82849151,https://www.last.fm/music/STAYC
688,Marisa Monte,f81f19b9-c76e-43ac-8656-bb56071785fb,780424,36254481,https://www.last.fm/music/Marisa+Monte
689,The Alchemist,03f3deb7-0419-4bf9-a1e7-511946385717,1320479,45295070,https://www.last.fm/music/The+Alchemist
690,Motionless in White,1c5b9bd6-76e8-4fe7-a6df-3bc0b5a452cc,835576,54496233,https://www.last.fm/music/Motionless+in+White
691,Third Eye Blind,92a42e82-b36f-4308-82c1-68bad2e03c89,1981897,50306544,https://www.last.fm/music/Third+Eye+Blind
692,DaBaby,87ae83df-6173-40cc-a0f2-bad543faa6aa,1404590,51582849,https://www.last.fm/music/DaBaby
693,Basement,a8c7ff7a-ebc0-42c7-8828-475decf0ccdd,956880,31842705,https://www.last.fm/music/Basement
694,Beck,309c62ba-7a22-4277-9f67-4a162526d18a,4086323,155139875,https://www.last.fm/music/Beck
695,Luis Miguel,90270118-8ed0-4446-bf97-8a09b3f9e8f3,809846,34837693,https://www.last.fm/music/Luis+Miguel
696,Set It Off,3f4fb24a-4832-4b7a-8f39-c0663699ed5c,747329,34035637,https://www.last.fm/music/Set+It+Off
697,Chezile,6cdf7825-577b-4689-92f9-4df5c8bafe4b,909401,10736545,https://www.last.fm/music/Chezile
698,Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,3384382,122620847,https://www.last.fm/music/Beastie+Boys
699,Neon Trees,16243662-8538-4746-a0fb-0d15b5828b8e,1990223,33106468,https://www.last.fm/music/Neon+Trees
700,Sports,b03bbf4e-4c7a-4acc-8d30-71c360d95b4b,930371,12313370,https://www.last.fm/music/Sports
701,Sean Kingston,f7eb3be3-1065-4a53-94d4-e2d0c15c0b33,2621829,26364815,https://www.last.fm/music/Sean+Kingston
702,Ava Max,add5f522-25df-41c4-815e-0ca9f60b83e4,1486641,63133368,https://www.last.fm/music/Ava+Max
703,Ecco2K,66ab36ce-8f58-46fb-9284-396c2c90ecbd,614297,74172921,https://www.last.fm/music/Ecco2K
704,Alice Phoebe Lou,9c14317c-87b9-4f7c-a5a5-80add17a1709,911290,22955768,https://www.last.fm/music/Alice+Phoebe+Lou
705,Tainy,7e92584c-ca97-48bf-8a12-0327db0f6ac8,706753,32148570,https://www.last.fm/music/Tainy
706,Roddy Ricch,5721c227-4caf-48b1-bbfc-1a4ed3276963,1428972,47303173,https://www.last.fm/music/Roddy+Ricch
707,Korea Girl,5230b7f4-47cd-4dd3-af02-54ca5fc28747,218447,2615084,https://www.last.fm/music/Korea+Girl
708,American Football,4ebb5ad3-9018-407d-8c24-c03011ab9ac6,1083214,45160568,https://www.last.fm/music/American+Football
709,Solange,410e7fd3-b865-4fa0-bb18-1b7fd53382ca,1543539,60034570,https://www.last.fm/music/Solange
710,Niki,9d67c199-1d6c-4647-966c-f45a4badb43b,895740,70058677,https://www.last.fm/music/Niki
711,Sam Fender,3478a5d1-bd96-4584-aa54-4d6e0a329658,718140,39906171,https://www.last.fm/music/Sam+Fender
712,Le Tigre,2d67239c-aa40-4ad5-a807-9052b66857a6,1750192,30303487,https://www.last.fm/music/Le+Tigre
713,"Dream, Ivory",545f2d39-b61b-40a1-8b40-8518577e2e2c,1064620,20644150,"https://www.last.fm/music/Dream,+Ivory"
714,Cuco,ff1cafa3-7ed4-4ed2-afbb-d1f263d607a8,1154947,38649180,https://www.last.fm/music/Cuco
715,Interpol,b23e8a63-8f47-4882-b55b-df2c92ef400e,3128444,196684116,https://www.last.fm/music/Interpol
716,Beach Bunny,bdb2e504-7372-4f5b-a6c7-d578021c53b5,1461365,41201628,https://www.last.fm/music/Beach+Bunny
717,Sophie,8b4a0e08-3e96-4123-afaf-34163355b527,919552,43894038,https://www.last.fm/music/Sophie
718,Glokk40Spaz,7c1faced-d7f7-4002-a553-d67cb1fdd08e,259655,40045339,https://www.last.fm/music/Glokk40Spaz
719,Simon & Garfunkel,5d02f264-e225-41ff-83f7-d9b1f0b1874a,3429182,108560553,https://www.last.fm/music/Simon+&+Garfunkel
720,Jade,970ec984-5b9d-49a8-a1b3-3c0d6c7d5c34,567401,21462457,https://www.last.fm/music/Jade
721,Amaarae,29fab96f-c3a2-4251-80f6-7ccda50da706,939511,30602147,https://www.last.fm/music/Amaarae
722,PEDRO SAMPAIO,796bc8a9-efd1-43e8-bacf-5eba68835928,478325,20888359,https://www.last.fm/music/PEDRO+SAMPAIO
723,Flume,c6cf91a0-fb48-4031-a375-fd2006133c5c,1842847,67542357,https://www.last.fm/music/Flume
724,Between Friends,de4f378f-18c8-4ad7-815c-6cca5e617a01,800073,21404003,https://www.last.fm/music/Between+Friends
725,Dazey and the Scouts,a7fd3cbf-15cc-4a8a-b59f-587b5784feb2,537910,14797859,https://www.last.fm/music/Dazey+and+the+Scouts
726,T-Pain,,2225046,27407323,https://www.last.fm/music/T-Pain
727,Estelle,4c7a5854-6b75-4623-a684-6a3d785d9015,2103857,21871625,https://www.last.fm/music/Estelle
728,Sonic Youth,5cbef01b-cc35-4f52-af7b-d0df0c4f61b9,2606377,129931918,https://www.last.fm/music/Sonic+Youth
729,VIOLENT VIRA,b90bf88d-53bf-4257-a151-95d9848fd90c,539290,19442716,https://www.last.fm/music/VIOLENT+VIRA
730,Rumi,2015975b-db77-4bf8-82ca-183616e22c37,410356,5877847,https://www.last.fm/music/Rumi
731,Stephen Sanchez,a9c38fd2-04be-4bc6-a3bc-96508b226508,1429336,27833201,https://www.last.fm/music/Stephen+Sanchez
732,Matuê,be42aaaa-9703-41dc-b2eb-de03e30f83b9,398936,50520550,https://www.last.fm/music/Matu%C3%AA
733,Bryan Adams,4dbf5678-7a31-406a-abbe-232f8ac2cd63,2896997,51344969,https://www.last.fm/music/Bryan+Adams
734,Santana,9a3bf45c-347d-4630-894d-7cf3e8e0b632,2754743,50745426,https://www.last.fm/music/Santana
735,100 gecs,d6d45dda-2377-4faa-947b-e071efa085c0,1091903,78639570,https://www.last.fm/music/100+gecs
736,Nick Drake,99ea432a-e3d8-42cb-9d5e-db316a6a8458,2186517,90025731,https://www.last.fm/music/Nick+Drake
737,The Rare Occasions,37177491-dc86-4536-8ac2-51887ccfa0bb,1077044,17618517,https://www.last.fm/music/The+Rare+Occasions
738,Alessia Cara,97e69730-3791-423b-9770-287261588854,1648704,35267998,https://www.last.fm/music/Alessia+Cara
739,The Front Bottoms,622b6000-ff0d-4ab3-9e98-c4916f3692c3,874043,61270015,https://www.last.fm/music/The+Front+Bottoms
740,10cc,f37c537b-3557-4031-bfd6-ab63ced32854,1497465,17467019,https://www.last.fm/music/10cc
741,Fuerza Regida,e665ce26-6ce9-4c42-8f6a-7a361a0ba328,488453,33951878,https://www.last.fm/music/Fuerza+Regida
742,Furacão 2000,683c2192-bbd4-4a6c-9d37-91eb6b412cbf,376025,3208362,https://www.last.fm/music/Furac%C3%A3o+2000
743,Men at Work,395cc503-63b5-4a0b-a20a-604e3fcacea2,1937459,24791422,https://www.last.fm/music/Men+at+Work
744,xaviersobased,155cfd40-dcde-471e-acc0-32179916165c,239152,33886052,https://www.last.fm/music/xaviersobased
745,Tim Maia,446ac261-09ae-43f4-a7e1-2c753c0813ce,793097,32929611,https://www.last.fm/music/Tim+Maia
746,The Black Keys,d15721d8-56b4-453d-b506-fc915b14cba2,3239846,193099145,https://www.last.fm/music/The+Black+Keys
747,Chris Stapleton,d996d607-52e4-40c7-b369-211653df6d18,807515,26797920,https://www.last.fm/music/Chris+Stapleton
748,Jack Johnson,ff6e677f-91dd-4986-a174-8db0474b1799,3601494,182859835,https://www.last.fm/music/Jack+Johnson
749,LUDMILLA,cf71e106-1003-4390-8477-cf268229df66,506484,44326997,https://www.last.fm/music/LUDMILLA
750,Spiritbox,a39ad456-a697-4f32-aa36-c107f654d318,496374,40424155,https://www.last.fm/music/Spiritbox
751,Aminé,12398bf3-1b99-47b7-930c-f3956773f35a,1437453,60925236,https://www.last.fm/music/Amin%C3%A9
752,Martin Garrix,3e1f2ee4-16be-4406-bf18-6173840cf2b1,1987447,48821652,https://www.last.fm/music/Martin+Garrix
753,Sir Mix-A-Lot,,1057953,14450266,https://www.last.fm/music/Sir+Mix-A-Lot
754,Kelis,1239d1bc-cc09-43e0-bcd0-374f60346138,2167017,26414586,https://www.last.fm/music/Kelis
755,Tally Hall,407d7ae0-c297-491c-bd19-4185e2b12ef2,1056938,41850457,https://www.last.fm/music/Tally+Hall
756,The Five Stairsteps,,634773,4057850,https://www.last.fm/music/The+Five+Stairsteps
757,Arcade Fire,52074ba6-e495-4ef3-9bb4-0703888a9f68,3051400,221915577,https://www.last.fm/music/Arcade+Fire
758,Susannah Joffe,02452937-d06b-4e9f-966d-8477bae38ddc,376458,6329383,https://www.last.fm/music/Susannah+Joffe
759,Foreigner,160629ab-ec18-4931-8c95-02cb92d06186,2270974,31110023,https://www.last.fm/music/Foreigner
760,The Game,07cc14fb-4784-4a25-804b-2686ed5ef52c,3029545,52366086,https://www.last.fm/music/The+Game
761,Lenny Kravitz,0ef3f425-9bd2-4216-9dd2-219d2fe90f1f,2860362,51785939,https://www.last.fm/music/Lenny+Kravitz
762,Cassie,4a8ac23a-e27a-44db-814a-f8c31beb68e6,1599770,18826605,https://www.last.fm/music/Cassie
763,Lucy Dacus,dbe7fdf7-81b2-418b-b3f6-81ae71532f40,966807,53951736,https://www.last.fm/music/Lucy+Dacus
764,Flo Milli,21dab5d7-3bda-4f72-a054-6379729dcb62,1219735,32837251,https://www.last.fm/music/Flo+Milli
765,Lil Durk,c9cd225b-4883-428e-82c2-73e0b6282fb6,1033668,60381254,https://www.last.fm/music/Lil+Durk
766,Gregory Alan Isakov,5c61efe6-3cdf-4160-b43c-9274944369e6,1101852,36506923,https://www.last.fm/music/Gregory+Alan+Isakov
767,Van Halen,b665b768-0d83-4363-950c-31ed39317c15,2931085,78221823,https://www.last.fm/music/Van+Halen
768,JISOO,f906154a-7011-49c3-8f6a-44ca83311b08,565932,41079159,https://www.last.fm/music/JISOO
769,Sevdaliza,e4356a15-5acc-400d-a707-592d66922e28,1023041,29293698,https://www.last.fm/music/Sevdaliza
770,PASTEL GHOST,de0748c9-ed32-4a7c-aaaa-cfac23ec5299,858563,25242648,https://www.last.fm/music/PASTEL+GHOST
771,Jack Stauber's Micropop,,850301,35139257,https://www.last.fm/music/Jack+Stauber%27s+Micropop
772,t.A.T.u.,7c20f558-d664-42bd-b6f1-81acf9dbb72d,2004158,45260519,https://www.last.fm/music/t.A.T.u.
773,IU,b9545342-1e6d-4dae-84ac-013374ad8d7c,1009552,87645640,https://www.last.fm/music/IU
774,Rita Lee,3f962bf0-42a0-45a0-830f-07b66301d35f,725059,35685691,https://www.last.fm/music/Rita+Lee
775,Lithe,4be58caf-9c07-4454-a4a7-e6fb29d7eff9,408778,8136479,https://www.last.fm/music/Lithe
776,Buckshot,7e1216c3-4ccc-48c7-9e18-19f089dbf13b,205999,8370217,https://www.last.fm/music/Buckshot
777,fun.,,2463865,50427922,https://www.last.fm/music/fun.
778,TLC,99790314-885a-4975-8614-9c5bc890364d,2533084,31493506,https://www.last.fm/music/TLC
779,Cameron Winter,79c6b6f4-cb92-4f03-a1ef-82e7aa4eddbb,203097,8681276,https://www.last.fm/music/Cameron+Winter
780,Young the Giant,7fe96b15-5608-430e-ad25-77a01353c5d9,1855047,42295546,https://www.last.fm/music/Young+the+Giant
781,Siouxsie and the Banshees,78ea5ea1-3c4d-4b7e-ac5d-68900319ebe2,1638442,54834188,https://www.last.fm/music/Siouxsie+and+the+Banshees
782,Ella Fitzgerald,54799c0e-eb45-4eea-996d-c4d71a63c499,2825913,55627328,https://www.last.fm/music/Ella+Fitzgerald
783,SHINee,70e5098b-c4ae-4cd7-9799-3c1b9b57c753,794595,99570242,https://www.last.fm/music/SHINee
784,Seether,fbcd7b29-455f-49e6-9c4f-8249d20a055e,2333121,73880827,https://www.last.fm/music/Seether
785,Janet Jackson,6be2828f-6c0d-4059-99d4-fa18acf1a296,2190924,61960710,https://www.last.fm/music/Janet+Jackson
786,my bloody valentine,,1982213,122097757,https://www.last.fm/music/my+bloody+valentine
787,3 Doors Down,2386cd66-e923-4e8e-bf14-2eebe2e9b973,3466295,87206232,https://www.last.fm/music/3+Doors+Down
788,Tommy Richman,741a6c80-2d6e-4522-9de4-e070798a2d30,1414384,25983965,https://www.last.fm/music/Tommy+Richman
789,Alvvays,99450990-b24e-4132-bb68-235f8c3e2564,1144871,59029859,https://www.last.fm/music/Alvvays
790,The Jackson 5,,2378494,25358742,https://www.last.fm/music/The+Jackson+5
791,Mötley Crüe,26f07661-e115-471d-a930-206f5c89d17c,1867817,56965468,https://www.last.fm/music/M%C3%B6tley+Cr%C3%BCe
792,Keyshia Cole,ef73e6ed-9096-4ddb-9799-b94874d0ce33,1555386,20077071,https://www.last.fm/music/Keyshia+Cole
793,Rina Sawayama,52494f9b-789d-4467-bcaf-9915e70cc8f6,1090419,94138371,https://www.last.fm/music/Rina+Sawayama
794,will.i.am,d574c9bd-46f6-440a-8d6a-8412a283eeb1,2402086,27843066,https://www.last.fm/music/will.i.am
795,Del Water Gap,5f606b3d-fab7-4d39-bcdb-f5d42edae945,631962,18807496,https://www.last.fm/music/Del+Water+Gap
796,Yot Club,7df45a14-19d1-4273-b073-c7292790a6a6,1411629,31058944,https://www.last.fm/music/Yot+Club
797,The Magnetic Fields,3ff72a59-f39d-411d-9f93-2d4a86413013,1231571,61254390,https://www.last.fm/music/The+Magnetic+Fields
798,Key Glock,c5460e21-d5e7-4e26-ab4c-ba9c627809f8,945035,38870867,https://www.last.fm/music/Key+Glock
799,Tyler Childers,9947e874-ddd0-4e1a-b0d4-a76f6532fe45,557284,36084824,https://www.last.fm/music/Tyler+Childers
800,Kensuke Ushio,,490870,19683581,https://www.last.fm/music/Kensuke+Ushio
801,A Day to Remember,db008806-16f6-48fc-8521-3d953709689d,1875344,151900790,https://www.last.fm/music/A+Day+to+Remember
802,Fifty Fifty,0ab64f50-5003-4090-acd0-9b6b83e6ea29,1278950,33369520,https://www.last.fm/music/Fifty+Fifty
803,Loona,cb525a30-b590-448f-b94d-fab86e0e8756,1094547,108656814,https://www.last.fm/music/Loona
804,N.E.R.D,3fb49f5a-fdc0-4789-9c84-22b38b3f3cb5,960206,21646735,https://www.last.fm/music/N.E.R.D
805,Creepy Nuts,e5e045da-59a3-4b65-8bb4-3c7f3ac9a529,545873,18387560,https://www.last.fm/music/Creepy+Nuts
806,Bones,cd33b345-d1a6-4363-806c-a4c1f62e19a4,1025778,124939151,https://www.last.fm/music/Bones
807,Mike Posner,5b64e344-b2fb-47bd-bd7b-4c793b17d472,2396494,31497016,https://www.last.fm/music/Mike+Posner
808,Fifth Harmony,e565610b-9a8f-451d-b594-ea658d76f725,1582719,47943846,https://www.last.fm/music/Fifth+Harmony
809,Glee Cast,29542149-a818-4167-aa91-439adc9d61f5,1831086,224843723,https://www.last.fm/music/Glee+Cast
810,ThxSoMch,7e576af7-21e0-4926-bada-135d16a3e5ad,832439,20744729,https://www.last.fm/music/ThxSoMch
811,Cyndi Lauper,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,2882934,36437265,https://www.last.fm/music/Cyndi+Lauper
812,Mary J. Blige,db76c5ca-d555-4f09-b1db-baa1b713d875,2288306,33344230,https://www.last.fm/music/Mary+J.+Blige
813,Armand Hammer,167a6f86-2c26-43fe-82f0-e4c8a39ea490,322430,11993859,https://www.last.fm/music/Armand+Hammer
814,Slow Pulp,00505f51-68a8-45fc-b6d6-51be64751378,821248,22245007,https://www.last.fm/music/Slow+Pulp
815,Patrick Watson,592da4c4-9618-4a1a-a944-e60c05c39037,1613137,34662853,https://www.last.fm/music/Patrick+Watson
816,NAYEON,e107bde8-78f0-4646-8925-68007a15880e,722601,37510301,https://www.last.fm/music/NAYEON
817,Far East Movement,6bd5655c-b7fe-48ee-8925-c2d2d8798618,2102429,23497315,https://www.last.fm/music/Far+East+Movement
818,smokedope2016,c1456889-98fb-4be6-9580-88dc6667fed2,230448,23485209,https://www.last.fm/music/smokedope2016
819,Pusha T,14ecd19f-7121-4192-8549-e5056241a42f,1492028,62612378,https://www.last.fm/music/Pusha+T
820,Chris Grey,d6cb8700-8c8b-490a-800e-cfc1ae69d454,359736,11515489,https://www.last.fm/music/Chris+Grey
821,Modjo,04bac789-bf59-4383-8ad7-799d20d969f7,1477011,15486423,https://www.last.fm/music/Modjo
822,Icona Pop,c5f259d0-abd8-418e-81ee-3965fd4e4e9a,1993820,26138155,https://www.last.fm/music/Icona+Pop
823,Al Green,fb7272ba-f130-4f0a-934d-6eeea4c18c9a,2203917,36348067,https://www.last.fm/music/Al+Green
824,Fleet Foxes,fa97dd36-1b82-43d7-a6e4-2adeafd59cef,2469191,116615552,https://www.last.fm/music/Fleet+Foxes
825,YNW Melly,59d6cea7-3771-4ce6-8c02-395ac5ba927a,1031829,35250599,https://www.last.fm/music/YNW+Melly
826,Blue Öyster Cult,c7423e0c-ab3e-4ab4-be10-cdff5a9d3062,1881850,36082885,https://www.last.fm/music/Blue+%C3%96yster+Cult
827,The Animals,4d8afa16-4018-4ca8-8b5e-ede8f9314562,2410966,27426224,https://www.last.fm/music/The+Animals
828,Gesaffelstein,cc3e537d-ff34-423f-8cd6-635a80f4dba7,1457078,25751632,https://www.last.fm/music/Gesaffelstein
829,P1Harmony,d03d8ba8-065c-41d9-a804-d6c05a949194,389248,47366844,https://www.last.fm/music/P1Harmony
830,Kygo,ba0e7638-0cd6-4ff4-8987-c3e224d22c23,1899241,56634693,https://www.last.fm/music/Kygo
831,The Kooks,f82f3a3e-29c2-42ca-b589-bc5dc210fa9e,3626953,163295213,https://www.last.fm/music/The+Kooks
832,The Garden,77bc5aae-3cdf-4942-860a-4ebc67b3c280,797327,51779003,https://www.last.fm/music/The+Garden
833,Niall Horan,55e6074f-ef78-4ec3-8fff-bd1b8cc8c14a,1263557,68116859,https://www.last.fm/music/Niall+Horan
834,Rise Against,606bf117-494f-4864-891f-09d63ff6aa4b,2835865,210964962,https://www.last.fm/music/Rise+Against
835,Owl City,ad279295-653f-42e1-9aaa-b731df2e78ba,2680230,86294932,https://www.last.fm/music/Owl+City
836,Summrs,d538d883-3889-44ad-8f32-6167cf4d85ec,424023,71995200,https://www.last.fm/music/Summrs
837,yeule,31da7b06-bc30-4a1f-9f4a-c2ac1a84167f,656793,34665161,https://www.last.fm/music/yeule
838,Jim Croce,fcfa9543-e113-4ef9-9ef6-455ba4cbe7af,1491442,24855396,https://www.last.fm/music/Jim+Croce
839,King Krule,c0daae21-ec2a-4dd0-a323-4f53f5945d04,1062726,79536318,https://www.last.fm/music/King+Krule
840,Milton Nascimento,1bfa27e3-0376-4206-a772-4586e25a64f5,627301,23216322,https://www.last.fm/music/Milton+Nascimento
841,Julie Doiron,44727d86-a37c-449f-aa91-4a8554127336,625845,11115294,https://www.last.fm/music/Julie+Doiron
842,Cascada,04af2581-6692-4f14-a7fe-151a36f20368,2203307,41267965,https://www.last.fm/music/Cascada
843,Maluma,e8979f75-9110-4df8-ac70-898898d080d1,936036,28748191,https://www.last.fm/music/Maluma
844,Chet Baker,1ba1d493-7114-45e2-b163-a36d49a0c065,1784935,49323176,https://www.last.fm/music/Chet+Baker
845,Lucy Bedroque,bb7959ac-84cc-45c4-8138-d80ee5f2bd9a,164261,15076426,https://www.last.fm/music/Lucy+Bedroque
846,Bo Burnham,889db25c-d1df-457a-b0d1-c405f34a01f3,1095198,69873314,https://www.last.fm/music/Bo+Burnham
847,Grouplove,d8e41375-bd8d-4e39-9da7-f0c171e97086,2174081,38565584,https://www.last.fm/music/Grouplove
848,BØRNS,b2befbb4-c585-4b05-8efa-3deebc8e1385,1647041,30879475,https://www.last.fm/music/B%C3%98RNS
849,Autumn!,ccf781c7-0c95-46f9-9272-3c2b017b0b0a,421603,75025175,https://www.last.fm/music/Autumn%21
850,glaive,fd36f43e-5bd1-488e-b844-0e059250ef78,526912,87403450,https://www.last.fm/music/glaive
851,Fitz and the Tantrums,8560d4e8-05e2-4c20-980b-ad2db445dd5d,1773300,24886100,https://www.last.fm/music/Fitz+and+the+Tantrums
852,Balu Brigada,f9ad56b5-6f41-4cdc-b859-3370c8bff3e2,384814,6148310,https://www.last.fm/music/Balu+Brigada
853,Hoobastank,2fa0d3ac-b64c-401a-b0a1-4915ba6cc157,2806341,47050437,https://www.last.fm/music/Hoobastank
854,Lil Tjay,d44b92db-dd49-4636-abe8-7c381f90b7aa,901219,58761574,https://www.last.fm/music/Lil+Tjay
855,Pyotr Ilyich Tchaikovsky,,1892259,36541030,https://www.last.fm/music/Pyotr+Ilyich+Tchaikovsky
856,Ice Spice,6f2c949d-9540-4421-bf02-27ae27e00e33,1380925,45948582,https://www.last.fm/music/Ice+Spice
857,bassvictim,4de1756c-e988-4f9f-87bf-bae46f56fefe,181793,6769817,https://www.last.fm/music/bassvictim
858,Mk.gee,262cf0ce-2af2-4686-a8cc-d6b33e97336d,658040,27507483,https://www.last.fm/music/Mk.gee
859,Romeo Santos,35f343df-3b87-4475-b0e4-d2ba5cc26eea,725799,20717496,https://www.last.fm/music/Romeo+Santos
860,Enrique Iglesias,35f866dc-c061-48ba-8157-cf2e0eac4857,2597644,51747945,https://www.last.fm/music/Enrique+Iglesias
861,Phoenix,8d455809-96b3-4bb6-8829-ea4beb580d35,3029712,121549180,https://www.last.fm/music/Phoenix
862,Rio Romeo,2ee5c528-3b6f-468f-bf03-be9d31124423,715274,17920086,https://www.last.fm/music/Rio+Romeo
863,Father John Misty,172053e5-a7fb-4548-a64d-c53858b5e775,1384024,56339649,https://www.last.fm/music/Father+John+Misty
864,Crumb,b1619173-e106-4515-8e1d-9d2022365459,1233166,34647693,https://www.last.fm/music/Crumb
865,Wu-Tang Clan,,2357337,72537056,https://www.last.fm/music/Wu-Tang+Clan
866,Misfits,936addc3-91aa-49de-8ec0-0dc186de151f,1551403,88462348,https://www.last.fm/music/Misfits
867,Chico Buarque,3a5d1cc7-627e-48ea-aba3-fdd20d782c33,933881,50686393,https://www.last.fm/music/Chico+Buarque
868,Junior H,af1b83bb-3edc-4443-b771-67a1d235e82b,345519,44020473,https://www.last.fm/music/Junior+H
869,The Kinks,17b53d9f-5c63-4a09-a593-dde4608e0db9,3196655,88740489,https://www.last.fm/music/The+Kinks
870,Feid,eaee97f6-f2e4-414a-966c-f31a1fb4696a,596525,53669632,https://www.last.fm/music/Feid
871,Lloyd,e9296a90-9c59-4657-9165-1f1b5319de00,1504595,16076663,https://www.last.fm/music/Lloyd
872,Masayoshi Takanaka,facf743e-1231-410d-bdf1-9ba11a6a4f3c,566128,19771592,https://www.last.fm/music/Masayoshi+Takanaka
873,Vampire Weekend,af37c51c-0790-4a29-b995-456f98a6b8c9,3383450,176304641,https://www.last.fm/music/Vampire+Weekend
874,Nina Simone,2944824d-4c26-476f-a981-be849081942f,2884780,71895272,https://www.last.fm/music/Nina+Simone
875,Peach Pit,660ad6f4-9a86-4d3c-9305-f269186b195c,997514,42862520,https://www.last.fm/music/Peach+Pit
876,BOYNEXTDOOR,656d0024-7b5f-4089-9d3e-ce383f15f1b7,311267,38511194,https://www.last.fm/music/BOYNEXTDOOR
877,The Notations,39fba717-ec1a-4502-9ae8-64b57ae67d65,362837,3010243,https://www.last.fm/music/The+Notations
878,Masego,bca63b5d-a28c-4937-a8f4-e3f2d95426e1,992889,19276989,https://www.last.fm/music/Masego
879,GloRilla,2a7ef045-ca10-4cb5-8fe9-1f5d38e84bc2,853650,19480079,https://www.last.fm/music/GloRilla
880,Rachel Chinouriri,bb2b7bbf-75e5-43f8-8a9f-7769ae7d832a,697366,16475095,https://www.last.fm/music/Rachel+Chinouriri
881,6ix9ine,2282c539-05a2-477c-82b7-fe40798d37f3,1090066,29569815,https://www.last.fm/music/6ix9ine
882,Dayglow,2bee95a7-1c0e-4b3c-99a5-4857d9d776dd,1344133,35761215,https://www.last.fm/music/Dayglow
883,Jorja Smith,d62614aa-ef2c-44cd-8a7b-91292755a1d0,1290284,41563370,https://www.last.fm/music/Jorja+Smith
884,Macklemore,b6d7ec94-830c-44dd-b699-ce66556b7e55,1418171,19536873,https://www.last.fm/music/Macklemore
885,Mareux,09095919-c549-4f33-9555-70df9dd941e1,1055328,22264036,https://www.last.fm/music/Mareux
886,Ebony,36e0c533-ffe8-4a88-b846-4d81af8aaf0d,264964,19537158,https://www.last.fm/music/Ebony
887,Homixide Gang,6e61b52a-9001-4638-9f10-f684c180a749,457839,50537184,https://www.last.fm/music/Homixide+Gang
888,Dr. Dog,e9aed5e5-ed35-4244-872e-194862290295,1713904,35707362,https://www.last.fm/music/Dr.+Dog
889,Wale,e34e41f2-f480-45d3-8190-a3ce5ab34fab,2140793,29226795,https://www.last.fm/music/Wale
890,Mon Laferte,ab966c0f-e526-46ae-b492-82c27b87f81f,418685,20443542,https://www.last.fm/music/Mon+Laferte
891,Wet Leg,90744b3e-363a-458e-8da1-e3e392a489c4,779660,22505050,https://www.last.fm/music/Wet+Leg
892,Lemon Demon,6b014cfd-4927-4187-a741-715998e6d785,789496,47647439,https://www.last.fm/music/Lemon+Demon
893,Bullet for My Valentine,d530dbf9-69b1-404f-98f2-0431104f5a1e,2464664,135175856,https://www.last.fm/music/Bullet+for+My+Valentine
894,Plan B,daf84e36-f78e-4c94-a032-6aed138c0d34,1228374,28082846,https://www.last.fm/music/Plan+B
895,Vundabar,e9113fb7-350c-4975-9b16-af633f23cf66,1225972,24721878,https://www.last.fm/music/Vundabar
896,Peso Pluma,75e4f8ef-34c3-44fd-8467-88a7d9599f77,632376,45286875,https://www.last.fm/music/Peso+Pluma
897,I DONT KNOW HOW BUT THEY FOUND ME,91ae77d8-3bb5-4e59-98a7-532ac0f2825d,825302,39591109,https://www.last.fm/music/I+DONT+KNOW+HOW+BUT+THEY+FOUND+ME
898,Declan McKenna,8b98035f-fbd2-4fb3-9c2f-263c7506680d,1373003,45351349,https://www.last.fm/music/Declan+McKenna
899,Pabllo Vittar,d9550ac2-7bcf-4655-a3fe-24922e254a74,586914,95178393,https://www.last.fm/music/Pabllo+Vittar
900,Lil Darkie,99e0983f-6183-463e-a61e-2041ca8931ba,671843,52275302,https://www.last.fm/music/Lil+Darkie
901,Miracle Musical,,671812,22838423,https://www.last.fm/music/Miracle+Musical
902,Novo Amor,61a57a2a-4c7f-4b41-8109-1070a9c32242,1196421,38268727,https://www.last.fm/music/Novo+Amor
903,KMFDM,45074d7c-5307-44a8-854f-ae072e1622ae,712026,36086903,https://www.last.fm/music/KMFDM
